User ID,Session ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,Charger Type,User Type
User_655,S655,Hyundai Kona,50,Station_143,New York,28/1/2024 6:00,28/1/2024 6:33,68.26902092,15.06055653,8.010477245,Afternoon,Monday,Level 1,Casual Driver
User_656,S656,Tesla Model 3,62,Station_362,New York,28/1/2024 7:00,28/1/2024 8:45,30.55001156,8.831573588,38.44179324,Night,Monday,Level 2,Casual Driver
User_657,S657,Tesla Model 3,75,Station_248,San Francisco,28/1/2024 8:00,28/1/2024 9:42,44.75866738,19.40437243,5.782817804,Night,Thursday,DC Fast Charger,Long-Distance Traveler
User_658,S658,Nissan Leaf,75,Station_127,New York,28/1/2024 9:00,28/1/2024 10:46,59.15730847,19.10141709,20.11401486,Evening,Thursday,Level 2,Casual Driver
User_659,S659,Tesla Model 3,100,Station_263,New York,28/1/2024 10:00,28/1/2024 11:17,57.14555997,5.962444721,13.62721841,Morning,Wednesday,DC Fast Charger,Commuter
User_660,S660,Chevy Bolt,75,Station_40,San Francisco,28/1/2024 11:00,28/1/2024 14:03,,38.68805256,38.299487,Night,Thursday,Level 2,Casual Driver
User_661,S661,Hyundai Kona,75,Station_412,Houston,28/1/2024 12:00,28/1/2024 14:11,23.8368801,12.32951236,36.23594104,Night,Sunday,Level 1,Commuter
User_662,S662,Nissan Leaf,47.65326138,Station_416,Houston,28/1/2024 13:00,28/1/2024 15:15,29.34959504,30.32389572,13.5072117,Morning,Tuesday,Level 1,Commuter
User_663,S663,Tesla Model 3,85,Station_355,San Francisco,28/1/2024 14:00,28/1/2024 15:46,47.06092563,10.4139871,31.57940064,Afternoon,Saturday,Level 1,Casual Driver
User_664,S664,Chevy Bolt,75,Station_255,Chicago,28/1/2024 15:00,28/1/2024 16:08,27.17017081,23.82464409,9.887290857,Afternoon,Friday,DC Fast Charger,Commuter
User_665,S665,Chevy Bolt,50,Station_143,New York,28/1/2024 16:00,28/1/2024 17:27,48.94232025,31.1711705,10.16370187,Morning,Saturday,DC Fast Charger,Commuter
User_666,S666,Tesla Model 3,50,Station_240,New York,28/1/2024 17:00,28/1/2024 17:48,19.14653893,35.45357671,7.523935074,Afternoon,Tuesday,Level 2,Commuter
User_667,S667,Hyundai Kona,75,Station_228,San Francisco,28/1/2024 18:00,28/1/2024 19:57,58.19728527,6.508745153,38.2962624,Evening,Sunday,DC Fast Charger,Casual Driver
User_668,S668,Tesla Model 3,62,Station_341,San Francisco,28/1/2024 19:00,28/1/2024 21:22,65.2009372,22.57264065,9.017936694,Night,Sunday,DC Fast Charger,Casual Driver
User_669,S669,Nissan Leaf,5.189529952,Station_198,Chicago,28/1/2024 20:00,28/1/2024 21:46,51.14211521,21.11803065,34.73970731,Afternoon,Tuesday,Level 2,Commuter
User_670,S670,Tesla Model 3,50,Station_65,Houston,28/1/2024 21:00,28/1/2024 22:46,69.71594631,10.06309377,37.11929537,Evening,Saturday,DC Fast Charger,Long-Distance Traveler
User_671,S671,Chevy Bolt,85,Station_388,Los Angeles,28/1/2024 22:00,29/1/2024 1:35,41.97718284,49.3083694,19.5628167,Evening,Tuesday,Level 2,Commuter
User_672,S672,Tesla Model 3,50,Station_11,Houston,28/1/2024 23:00,28/1/2024 23:57,69.42235104,9.889820742,10.83495891,Evening,Monday,DC Fast Charger,Casual Driver
User_673,S673,Hyundai Kona,50,Station_108,New York,29/1/2024 0:00,29/1/2024 1:35,78.98357945,37.47917296,32.75725728,Evening,Sunday,DC Fast Charger,Commuter
User_674,S674,BMW i3,85,Station_26,San Francisco,29/1/2024 1:00,29/1/2024 1:39,8.527929006,9.812104577,17.86108716,Evening,Saturday,Level 1,Commuter
User_675,S675,Tesla Model 3,96.98923662,Station_445,Chicago,29/1/2024 2:00,29/1/2024 4:35,54.86000329,38.70203715,18.79158393,Morning,Tuesday,DC Fast Charger,Casual Driver
User_676,S676,Hyundai Kona,105.5549669,Station_421,Houston,29/1/2024 3:00,29/1/2024 6:54,48.50288659,43.60970746,13.98407365,Night,Monday,Level 2,Casual Driver
User_677,S677,Hyundai Kona,62,Station_151,Chicago,29/1/2024 4:00,29/1/2024 5:27,52.53257448,40.99044596,17.65431743,Night,Thursday,Level 2,Long-Distance Traveler
User_678,S678,Chevy Bolt,75,Station_221,Houston,29/1/2024 5:00,29/1/2024 8:50,45.4711888,48.01145593,7.388725699,Morning,Sunday,Level 1,Commuter
User_679,S679,Hyundai Kona,50,Station_341,New York,29/1/2024 6:00,29/1/2024 8:51,34.68026475,41.81029741,36.02625219,Morning,Friday,Level 2,Commuter
User_680,S680,Hyundai Kona,50,Station_496,Los Angeles,29/1/2024 7:00,29/1/2024 9:34,5.356309335,18.31744606,13.64725543,Evening,Friday,Level 1,Commuter
User_681,S681,Hyundai Kona,100,Station_237,Chicago,29/1/2024 8:00,29/1/2024 10:21,27.28221644,24.47800533,12.45233588,Afternoon,Tuesday,DC Fast Charger,Long-Distance Traveler
User_682,S682,Hyundai Kona,75,Station_237,Chicago,29/1/2024 9:00,29/1/2024 10:53,11.5147181,3.802303328,31.18678043,Night,Friday,Level 1,Long-Distance Traveler
User_683,S683,Nissan Leaf,62,Station_497,Los Angeles,29/1/2024 10:00,29/1/2024 12:52,9.44816711,40.51570934,17.5933317,Afternoon,Monday,DC Fast Charger,Commuter
User_684,S684,Nissan Leaf,85,Station_219,Chicago,29/1/2024 11:00,29/1/2024 13:05,53.10449365,12.62054715,40.31753047,Night,Thursday,Level 2,Casual Driver
User_685,S685,Chevy Bolt,75,Station_487,Chicago,29/1/2024 12:00,29/1/2024 13:02,28.78805676,33.37271477,11.343567,Evening,Tuesday,Level 1,Commuter
User_686,S686,Tesla Model 3,75,Station_424,Houston,29/1/2024 13:00,29/1/2024 15:54,51.20692409,9.977877022,24.57716644,Afternoon,Wednesday,Level 2,Commuter
User_687,S687,Hyundai Kona,101.1029879,Station_461,Houston,29/1/2024 14:00,29/1/2024 17:01,7.275443511,21.06032431,34.65404091,Night,Saturday,Level 2,Commuter
User_688,S688,Tesla Model 3,83.14159589,Station_151,Los Angeles,29/1/2024 15:00,29/1/2024 18:07,,49.23385306,38.37508853,Night,Sunday,Level 2,Casual Driver
User_689,S689,Tesla Model 3,100,Station_123,New York,29/1/2024 16:00,29/1/2024 19:39,74.34970162,18.03449261,31.42153777,Evening,Friday,Level 2,Long-Distance Traveler
User_690,S690,Chevy Bolt,50,Station_144,Chicago,29/1/2024 17:00,29/1/2024 19:50,79.96222628,9.807729926,13.1499163,Afternoon,Friday,Level 2,Long-Distance Traveler
User_691,S691,Hyundai Kona,100,Station_478,New York,29/1/2024 18:00,29/1/2024 21:39,57.23283445,30.94275331,5.663990127,Evening,Tuesday,Level 1,Commuter
User_692,S692,Hyundai Kona,62,Station_189,Los Angeles,29/1/2024 19:00,29/1/2024 20:16,39.22309337,,11.95063658,Afternoon,Saturday,Level 2,Commuter
User_693,S693,BMW i3,100,Station_255,Los Angeles,29/1/2024 20:00,29/1/2024 22:21,10.4201108,18.89970326,8.942145214,Afternoon,Saturday,Level 1,Commuter
User_694,S694,Tesla Model 3,85,Station_68,Houston,29/1/2024 21:00,29/1/2024 23:53,47.19744469,23.43002275,9.988472791,Night,Friday,Level 1,Casual Driver
User_695,S695,Tesla Model 3,75,Station_104,Chicago,29/1/2024 22:00,30/1/2024 1:43,64.45081158,21.47178993,31.66782213,Morning,Friday,Level 1,Commuter
User_696,S696,Nissan Leaf,85,Station_336,San Francisco,29/1/2024 23:00,30/1/2024 2:58,37.8472973,2.826146252,8.33098317,Afternoon,Wednesday,Level 2,Casual Driver
User_697,S697,BMW i3,61.38144493,Station_159,Los Angeles,30/1/2024 0:00,30/1/2024 1:12,,41.12611693,8.818942546,Afternoon,Saturday,Level 2,Commuter
User_698,S698,Nissan Leaf,62,Station_309,Chicago,30/1/2024 1:00,30/1/2024 1:37,79.26318452,27.64508955,27.60662109,Evening,Monday,Level 1,Commuter
User_699,S699,Nissan Leaf,100,Station_362,New York,30/1/2024 2:00,30/1/2024 2:32,38.61710109,43.01294386,10.40128286,Afternoon,Sunday,Level 2,Commuter
User_700,S700,Nissan Leaf,62,Station_409,Houston,30/1/2024 3:00,30/1/2024 5:34,24.40113304,31.11524448,24.13463552,Afternoon,Tuesday,Level 1,Long-Distance Traveler
User_701,S701,Chevy Bolt,75,Station_300,New York,30/1/2024 4:00,30/1/2024 4:41,26.17978326,25.8577947,26.59685476,Afternoon,Tuesday,Level 2,Commuter
User_702,S702,Chevy Bolt,75,Station_396,Los Angeles,30/1/2024 5:00,30/1/2024 6:53,,45.45609303,22.85367292,Afternoon,Wednesday,Level 2,Commuter
User_703,S703,Nissan Leaf,62,Station_90,Los Angeles,30/1/2024 6:00,30/1/2024 6:45,28.68467334,16.4874681,30.52226562,Afternoon,Sunday,Level 1,Commuter
User_704,S704,BMW i3,62,Station_357,New York,30/1/2024 7:00,30/1/2024 8:47,34.7267129,24.02157395,25.4786465,Morning,Wednesday,Level 2,Commuter
User_705,S705,Tesla Model 3,100,Station_256,Los Angeles,30/1/2024 8:00,30/1/2024 11:57,56.6575637,21.0697714,12.84652928,Night,Monday,Level 1,Casual Driver
User_706,S706,BMW i3,50,Station_496,Chicago,30/1/2024 9:00,30/1/2024 10:28,5.58379777,35.82084576,35.0091288,Afternoon,Thursday,Level 1,Casual Driver
User_707,S707,Hyundai Kona,85,Station_353,Los Angeles,30/1/2024 10:00,30/1/2024 13:26,9.66966559,37.51415163,16.71682197,Evening,Tuesday,Level 2,Commuter
User_708,S708,Chevy Bolt,193.0030739,Station_220,Houston,30/1/2024 11:00,30/1/2024 12:32,42.74479257,40.2059876,14.25574828,Evening,Saturday,Level 2,Casual Driver
User_709,S709,Tesla Model 3,75,Station_9,Chicago,30/1/2024 12:00,30/1/2024 15:39,58.28185373,32.97650006,31.95299774,Afternoon,Sunday,Level 1,Commuter
User_710,S710,Tesla Model 3,50,Station_12,San Francisco,30/1/2024 13:00,30/1/2024 14:18,47.88862467,26.42521897,13.42605914,Afternoon,Friday,Level 1,Commuter
User_711,S711,Hyundai Kona,62,Station_325,Los Angeles,30/1/2024 14:00,30/1/2024 15:20,10.5581562,17.23173869,29.84300731,Afternoon,Sunday,Level 1,Casual Driver
User_712,S712,Hyundai Kona,62,Station_438,Los Angeles,30/1/2024 15:00,30/1/2024 16:02,12.1284844,9.582158682,38.12124122,Morning,Monday,DC Fast Charger,Casual Driver
User_713,S713,Nissan Leaf,75,Station_244,Houston,30/1/2024 16:00,30/1/2024 16:59,45.90925215,26.3121504,11.23449778,Night,Tuesday,Level 2,Commuter
User_714,S714,Chevy Bolt,75,Station_182,Houston,30/1/2024 17:00,30/1/2024 20:36,8.115370261,,26.84686353,Evening,Saturday,DC Fast Charger,Long-Distance Traveler
User_715,S715,Chevy Bolt,50,Station_284,New York,30/1/2024 18:00,30/1/2024 19:45,9.623141258,34.93886591,29.80554365,Morning,Monday,Level 1,Commuter
User_716,S716,BMW i3,100,Station_312,New York,30/1/2024 19:00,30/1/2024 19:44,27.85421045,37.6886195,37.96070855,Morning,Thursday,DC Fast Charger,Commuter
User_717,S717,Nissan Leaf,85,Station_99,New York,30/1/2024 20:00,30/1/2024 21:51,23.22263438,5.406718024,30.83715063,Afternoon,Saturday,Level 1,Long-Distance Traveler
User_718,S718,Nissan Leaf,50,Station_197,Houston,30/1/2024 21:00,30/1/2024 23:01,21.30857255,28.04359239,39.92534587,Night,Tuesday,DC Fast Charger,Casual Driver
User_719,S719,Nissan Leaf,50,Station_482,New York,30/1/2024 22:00,30/1/2024 22:52,77.45749045,47.33304581,38.25663659,Afternoon,Sunday,DC Fast Charger,Long-Distance Traveler
User_720,S720,Nissan Leaf,62,Station_366,New York,30/1/2024 23:00,31/1/2024 2:55,32.25299064,71.62104096,35.48158301,Evening,Friday,Level 2,Commuter
User_721,S721,Chevy Bolt,50,Station_226,San Francisco,31/1/2024 0:00,31/1/2024 2:03,17.92928513,35.13960563,11.48334061,Night,Saturday,Level 2,Casual Driver
User_722,S722,Chevy Bolt,100,Station_333,New York,31/1/2024 1:00,31/1/2024 2:14,77.29578007,5.971664973,8.431094783,Afternoon,Tuesday,DC Fast Charger,Long-Distance Traveler
User_723,S723,Nissan Leaf,75,Station_103,Los Angeles,31/1/2024 2:00,31/1/2024 3:31,26.49300814,7.148790446,27.96868973,Evening,Monday,Level 1,Long-Distance Traveler
User_724,S724,BMW i3,50,Station_106,Houston,31/1/2024 3:00,31/1/2024 6:56,55.30273056,37.34746081,24.08202573,Morning,Thursday,Level 2,Commuter
User_725,S725,Tesla Model 3,100,Station_365,Chicago,31/1/2024 4:00,31/1/2024 7:48,10.19225943,14.43535243,29.61595785,Evening,Saturday,DC Fast Charger,Long-Distance Traveler
User_726,S726,Tesla Model 3,42.22396426,Station_368,San Francisco,31/1/2024 5:00,31/1/2024 5:44,62.6340099,37.57454771,18.4840398,Evening,Monday,Level 1,Commuter
User_727,S727,BMW i3,7.714516854,Station_58,Houston,31/1/2024 6:00,31/1/2024 7:15,36.22941276,11.09306321,31.09005934,Evening,Monday,Level 2,Casual Driver
User_728,S728,Nissan Leaf,62,Station_78,Houston,31/1/2024 7:00,31/1/2024 8:33,12.35040612,44.04764539,24.30929724,Night,Wednesday,DC Fast Charger,Long-Distance Traveler
User_729,S729,Chevy Bolt,75,Station_75,Los Angeles,31/1/2024 8:00,31/1/2024 11:23,28.24851023,26.64017685,16.52212515,Morning,Monday,Level 1,Casual Driver
User_730,S730,Tesla Model 3,62,Station_42,New York,31/1/2024 9:00,31/1/2024 12:33,53.18988765,4.875602271,36.92869645,Night,Sunday,Level 1,Casual Driver
User_731,S731,Hyundai Kona,62,Station_422,Los Angeles,31/1/2024 10:00,31/1/2024 13:21,63.97196694,41.34889745,10.34010605,Morning,Saturday,DC Fast Charger,Commuter
User_732,S732,Hyundai Kona,75,Station_324,New York,31/1/2024 11:00,31/1/2024 12:44,48.66355521,36.32372775,15.39957845,Afternoon,Thursday,Level 1,Long-Distance Traveler
User_733,S733,BMW i3,75,Station_181,New York,31/1/2024 12:00,31/1/2024 15:06,51.16176879,14.89835921,35.91280516,Afternoon,Friday,DC Fast Charger,Casual Driver
User_734,S734,Nissan Leaf,75,Station_33,Houston,31/1/2024 13:00,31/1/2024 16:39,68.24465321,49.3612511,33.36036097,Evening,Wednesday,Level 1,Long-Distance Traveler
User_735,S735,Tesla Model 3,62,Station_71,New York,31/1/2024 14:00,31/1/2024 15:21,70.38483283,20.61960339,25.43714325,Evening,Monday,DC Fast Charger,Long-Distance Traveler
User_736,S736,Nissan Leaf,75,Station_56,San Francisco,31/1/2024 15:00,31/1/2024 18:31,56.55292752,4.340098532,38.84657689,Night,Saturday,Level 2,Long-Distance Traveler
User_737,S737,Tesla Model 3,85,Station_105,San Francisco,31/1/2024 16:00,31/1/2024 17:57,16.82777159,14.51128231,11.57976619,Morning,Sunday,Level 1,Long-Distance Traveler
User_738,S738,BMW i3,62,Station_200,San Francisco,31/1/2024 17:00,31/1/2024 18:26,76.46827352,,37.05839297,Morning,Sunday,DC Fast Charger,Casual Driver
User_739,S739,BMW i3,100,Station_101,Houston,31/1/2024 18:00,31/1/2024 19:52,6.065161713,46.62351209,16.17803141,Morning,Sunday,DC Fast Charger,Long-Distance Traveler
User_740,S740,Hyundai Kona,62,Station_256,Los Angeles,31/1/2024 19:00,31/1/2024 20:35,10.13770944,36.07784471,26.5542637,Evening,Tuesday,Level 1,Commuter
User_741,S741,Nissan Leaf,75,Station_307,Chicago,31/1/2024 20:00,31/1/2024 22:59,62.53761053,24.18785232,21.66319865,Evening,Wednesday,Level 2,Commuter
User_742,S742,Hyundai Kona,62,Station_74,New York,31/1/2024 21:00,31/1/2024 21:49,,31.71470233,18.09921836,Morning,Thursday,DC Fast Charger,Long-Distance Traveler
User_743,S743,Nissan Leaf,37.32971365,Station_171,Chicago,31/1/2024 22:00,31/1/2024 23:02,16.49721204,9.554956967,12.18922157,Evening,Tuesday,Level 2,Long-Distance Traveler
User_744,S744,Hyundai Kona,94.20058699,Station_377,Los Angeles,31/1/2024 23:00,1/2/2024 0:41,9.127828167,,8.658388336,Morning,Thursday,Level 1,Commuter
User_745,S745,Chevy Bolt,50,Station_143,Los Angeles,1/2/2024 0:00,1/2/2024 0:54,43.9998593,30.2447228,24.30918661,Night,Tuesday,Level 2,Long-Distance Traveler
User_746,S746,Chevy Bolt,62,Station_166,Houston,1/2/2024 1:00,1/2/2024 2:15,41.7666481,21.83372403,36.70441022,Afternoon,Friday,Level 1,Casual Driver
User_747,S747,Chevy Bolt,100,Station_399,San Francisco,1/2/2024 2:00,1/2/2024 3:42,6.695332952,4.050226868,34.45915336,Morning,Thursday,DC Fast Charger,Long-Distance Traveler
User_748,S748,Chevy Bolt,62,Station_261,San Francisco,1/2/2024 3:00,1/2/2024 5:07,69.4391779,16.61338766,12.61264234,Evening,Tuesday,Level 2,Long-Distance Traveler
User_749,S749,Tesla Model 3,75,Station_221,Los Angeles,1/2/2024 4:00,1/2/2024 5:26,38.71120716,14.53360131,14.3618485,Night,Sunday,Level 1,Casual Driver
User_750,S750,Chevy Bolt,81.36841583,Station_83,Houston,1/2/2024 5:00,1/2/2024 6:56,57.97765789,6.499187935,14.33823364,Evening,Thursday,DC Fast Charger,Long-Distance Traveler
User_751,S751,BMW i3,75,Station_182,Houston,1/2/2024 6:00,1/2/2024 8:42,74.10752218,45.69740275,14.75800919,Evening,Wednesday,Level 2,Casual Driver
User_752,S752,BMW i3,100,Station_307,New York,1/2/2024 7:00,1/2/2024 8:24,40.31906198,11.76785057,15.10026642,Evening,Thursday,Level 1,Casual Driver
User_753,S753,Tesla Model 3,50,Station_10,San Francisco,1/2/2024 8:00,1/2/2024 9:30,47.19807479,44.33661035,27.38521459,Morning,Saturday,Level 2,Commuter
User_754,S754,Chevy Bolt,100,Station_396,Los Angeles,1/2/2024 9:00,1/2/2024 10:58,22.51563514,35.15248472,11.21994374,Night,Thursday,DC Fast Charger,Commuter
User_755,S755,Chevy Bolt,62,Station_4,Chicago,1/2/2024 10:00,1/2/2024 10:37,68.26093768,33.64483514,17.03441064,Morning,Tuesday,DC Fast Charger,Long-Distance Traveler
User_756,S756,Chevy Bolt,50,Station_351,San Francisco,1/2/2024 11:00,1/2/2024 11:45,73.50597036,30.93142779,31.84900964,Afternoon,Thursday,Level 1,Commuter
User_757,S757,Hyundai Kona,75,Station_402,New York,1/2/2024 12:00,1/2/2024 15:25,73.8693626,26.08697308,5.644054414,Morning,Friday,Level 2,Long-Distance Traveler
User_758,S758,Nissan Leaf,50,Station_336,Houston,1/2/2024 13:00,1/2/2024 15:25,64.37713244,15.2565692,8.811798669,Afternoon,Monday,Level 2,Long-Distance Traveler
User_759,S759,Hyundai Kona,50,Station_488,Los Angeles,1/2/2024 14:00,1/2/2024 15:30,12.01009527,47.9020613,35.09170481,Night,Wednesday,DC Fast Charger,Commuter
User_760,S760,Nissan Leaf,29.59428889,Station_292,San Francisco,1/2/2024 15:00,1/2/2024 15:44,36.22621241,27.19648783,21.93271671,Night,Saturday,Level 2,Commuter
User_761,S761,Chevy Bolt,100,Station_281,Chicago,1/2/2024 16:00,1/2/2024 19:42,28.84698737,11.02764841,10.43087545,Morning,Sunday,Level 2,Long-Distance Traveler
User_762,S762,Chevy Bolt,85,Station_215,New York,1/2/2024 17:00,1/2/2024 19:59,76.58011324,41.12251368,21.31685318,Morning,Tuesday,Level 2,Long-Distance Traveler
User_763,S763,Hyundai Kona,50,Station_460,New York,1/2/2024 18:00,1/2/2024 20:40,74.13419248,47.81692136,11.34921504,Evening,Sunday,Level 1,Long-Distance Traveler
User_764,S764,Hyundai Kona,100,Station_98,San Francisco,1/2/2024 19:00,1/2/2024 21:11,73.80921664,10.5759383,5.307741456,Afternoon,Sunday,DC Fast Charger,Casual Driver
User_765,S765,Nissan Leaf,50,Station_420,Chicago,1/2/2024 20:00,1/2/2024 21:23,35.02666957,22.02798565,28.80826687,Evening,Thursday,Level 1,Long-Distance Traveler
User_766,S766,BMW i3,62,Station_101,New York,1/2/2024 21:00,1/2/2024 21:43,,10.60460822,15.10853922,Evening,Thursday,DC Fast Charger,Long-Distance Traveler
User_767,S767,Nissan Leaf,85,Station_451,Los Angeles,1/2/2024 22:00,1/2/2024 23:05,35.89954921,12.51189727,20.24627921,Night,Thursday,Level 1,Long-Distance Traveler
User_768,S768,Hyundai Kona,62,Station_9,New York,1/2/2024 23:00,2/2/2024 2:59,48.33018276,14.81256989,15.30369673,Morning,Wednesday,Level 1,Commuter
User_769,S769,Hyundai Kona,75,Station_61,Chicago,2/2/2024 0:00,2/2/2024 2:14,53.71493233,23.72699961,30.14366714,Night,Saturday,Level 1,Commuter
User_770,S770,Tesla Model 3,75,Station_309,Houston,2/2/2024 1:00,2/2/2024 2:51,15.5583755,44.45073085,28.83648567,Morning,Monday,Level 2,Casual Driver
User_771,S771,Hyundai Kona,50,Station_146,Houston,2/2/2024 2:00,2/2/2024 3:36,40.7367048,9.866759209,36.57452173,Night,Friday,DC Fast Charger,Long-Distance Traveler
User_772,S772,Tesla Model 3,62,Station_427,San Francisco,2/2/2024 3:00,2/2/2024 3:39,11.5797708,9.634031616,5.777750427,Night,Saturday,Level 1,Long-Distance Traveler
User_773,S773,BMW i3,75,Station_419,Chicago,2/2/2024 4:00,2/2/2024 5:18,39.67667007,43.1204033,15.29852516,Night,Friday,Level 2,Long-Distance Traveler
User_774,S774,Nissan Leaf,100,Station_63,New York,2/2/2024 5:00,2/2/2024 7:20,5.755335112,10.87967612,25.17200545,Afternoon,Sunday,Level 1,Long-Distance Traveler
User_775,S775,Nissan Leaf,50,Station_121,New York,2/2/2024 6:00,2/2/2024 7:34,54.4865632,,11.30078074,Night,Saturday,Level 2,Long-Distance Traveler
User_776,S776,Tesla Model 3,62,Station_226,Houston,2/2/2024 7:00,2/2/2024 8:26,20.51871405,27.17353746,13.37200144,Afternoon,Tuesday,Level 1,Long-Distance Traveler
User_777,S777,Nissan Leaf,62,Station_105,Houston,2/2/2024 8:00,2/2/2024 8:56,13.58796474,40.81172935,37.89794296,Night,Monday,DC Fast Charger,Commuter
User_778,S778,Hyundai Kona,50,Station_462,Los Angeles,2/2/2024 9:00,2/2/2024 12:52,19.97640696,35.90037572,22.64215189,Morning,Monday,DC Fast Charger,Casual Driver
User_779,S779,Chevy Bolt,50,Station_260,Houston,2/2/2024 10:00,2/2/2024 12:22,73.37136541,45.50795122,11.86812162,Afternoon,Wednesday,Level 1,Commuter
User_780,S780,Tesla Model 3,75,Station_349,Los Angeles,2/2/2024 11:00,2/2/2024 13:42,75.62261391,37.17557076,17.79796611,Morning,Saturday,Level 1,Commuter
User_781,S781,Nissan Leaf,64.77070141,Station_425,New York,2/2/2024 12:00,2/2/2024 13:40,15.56779578,49.63914436,18.54969564,Morning,Thursday,Level 1,Commuter
User_782,S782,Tesla Model 3,50,Station_255,Los Angeles,2/2/2024 13:00,2/2/2024 14:52,36.63162352,17.49863275,31.16309139,Morning,Monday,Level 1,Casual Driver
User_783,S783,Tesla Model 3,50,Station_429,Los Angeles,2/2/2024 14:00,2/2/2024 15:26,6.307290913,21.85192996,23.87933114,Afternoon,Saturday,Level 2,Long-Distance Traveler
User_784,S784,Chevy Bolt,50,Station_434,San Francisco,2/2/2024 15:00,2/2/2024 17:29,52.18352149,37.91246435,12.9951544,Evening,Thursday,DC Fast Charger,Casual Driver
User_785,S785,Hyundai Kona,75,Station_207,Houston,2/2/2024 16:00,2/2/2024 18:02,,29.83758581,36.8859008,Afternoon,Wednesday,Level 2,Commuter
User_786,S786,Tesla Model 3,61.46088547,Station_28,Los Angeles,2/2/2024 17:00,2/2/2024 17:44,17.21874448,47.74613739,15.17599523,Evening,Sunday,DC Fast Charger,Commuter
User_787,S787,Nissan Leaf,50,Station_170,New York,2/2/2024 18:00,2/2/2024 20:20,48.14596961,15.5216618,31.83906197,Afternoon,Sunday,Level 1,Commuter
User_788,S788,BMW i3,62,Station_336,Chicago,2/2/2024 19:00,2/2/2024 21:10,25.12116467,32.09365177,14.44083823,Night,Saturday,DC Fast Charger,Commuter
User_789,S789,Tesla Model 3,85,Station_76,Los Angeles,2/2/2024 20:00,2/2/2024 22:28,67.90283934,41.0670411,25.57013992,Evening,Saturday,Level 1,Long-Distance Traveler
User_790,S790,Tesla Model 3,85,Station_116,Houston,2/2/2024 21:00,2/2/2024 22:45,43.25451714,19.27803572,13.3747112,Night,Tuesday,Level 1,Commuter
User_791,S791,Chevy Bolt,62,Station_69,San Francisco,2/2/2024 22:00,3/2/2024 1:07,62.61550759,19.79464959,16.78765405,Evening,Saturday,Level 2,Commuter
User_792,S792,Hyundai Kona,85,Station_354,New York,2/2/2024 23:00,2/2/2024 23:49,43.82590012,41.8374625,58.74667669,Afternoon,Tuesday,DC Fast Charger,Long-Distance Traveler
User_793,S793,BMW i3,100,Station_234,San Francisco,3/2/2024 0:00,3/2/2024 3:14,31.18702899,11.58174439,17.2637317,Afternoon,Thursday,Level 2,Commuter
User_794,S794,Nissan Leaf,75,Station_1,Chicago,3/2/2024 1:00,3/2/2024 3:40,74.82644569,43.13328346,26.21871804,Evening,Sunday,Level 2,Long-Distance Traveler
User_795,S795,BMW i3,85,Station_167,Los Angeles,3/2/2024 2:00,3/2/2024 3:42,,9.433507337,22.94748659,Night,Thursday,Level 2,Casual Driver
User_796,S796,Nissan Leaf,75,Station_352,Los Angeles,3/2/2024 3:00,3/2/2024 5:31,78.89524911,30.74927682,7.260289754,Morning,Sunday,Level 2,Long-Distance Traveler
User_797,S797,Hyundai Kona,62,Station_218,Houston,3/2/2024 4:00,3/2/2024 5:10,10.24188589,29.21621369,34.65331381,Evening,Sunday,DC Fast Charger,Commuter
User_798,S798,Nissan Leaf,85,Station_273,Los Angeles,3/2/2024 5:00,3/2/2024 8:16,5.144893572,9.230954632,21.48947597,Evening,Monday,DC Fast Charger,Long-Distance Traveler
User_799,S799,Chevy Bolt,50,Station_368,New York,3/2/2024 6:00,3/2/2024 9:03,59.92281442,30.42944813,14.11772572,Night,Wednesday,Level 2,Commuter
User_800,S800,Chevy Bolt,62,Station_251,Chicago,3/2/2024 7:00,3/2/2024 9:39,8.353019856,34.71968172,35.66061844,Morning,Tuesday,DC Fast Charger,Commuter
User_801,S801,Chevy Bolt,58.36980452,Station_347,San Francisco,3/2/2024 8:00,3/2/2024 8:52,40.76283311,41.33293546,24.91450468,Evening,Sunday,Level 1,Casual Driver
User_802,S802,Chevy Bolt,85,Station_344,Chicago,3/2/2024 9:00,3/2/2024 9:52,18.89056337,17.00535034,28.24275582,Morning,Monday,DC Fast Charger,Commuter
User_803,S803,BMW i3,50,Station_419,Los Angeles,3/2/2024 10:00,3/2/2024 12:53,42.79819076,33.78877719,12.77662117,Morning,Friday,Level 2,Commuter
User_804,S804,Hyundai Kona,62,Station_174,San Francisco,3/2/2024 11:00,3/2/2024 11:38,12.81436315,27.38199435,29.63541951,Afternoon,Monday,Level 1,Commuter
User_805,S805,Nissan Leaf,75,Station_170,Houston,3/2/2024 12:00,3/2/2024 12:42,8.918418778,16.24196336,8.640023654,Night,Thursday,Level 1,Long-Distance Traveler
User_806,S806,Nissan Leaf,62,Station_246,Chicago,3/2/2024 13:00,3/2/2024 16:05,0.121143295,45.58156227,37.71055485,Evening,Friday,Level 1,Commuter
User_807,S807,Chevy Bolt,62,Station_423,San Francisco,3/2/2024 14:00,3/2/2024 17:04,10.91135579,20.99245326,15.13522671,Evening,Monday,Level 1,Commuter
