Session ID,User ID,Vehicle_Variant_ID,Station_Variant_ID,Date,TimeOfDay_ID,Charging Duration (hours),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD)
S7634,User_533,V107,S422,2024-05-25,4,1.45,75.672,51.612,23.88
S6592,User_6,V107,S645,2024-05-25,4,3.183,45.766,14.338,37.57
S8376,User_900,V62,S421,2024-05-25,4,2.183,25.13,11.507,15.9
S8669,User_1042,V126,S1099,2024-05-25,4,1.383,69.506,50.144,39.49
S7519,User_472,V82,S667,2024-05-25,4,3.633,40.636,11.169,18.58
S7809,User_618,V122,S1140,2024-05-25,4,0.683,45.002,64.772,18.77
S6968,User_201,V113,S655,2024-05-25,4,1.117,77.545,68.847,12.81
S8298,User_860,V51,S74,2024-05-25,4,2.167,44.142,20.322,26.95
S6712,User_69,V12,S161,2024-05-25,4,3.467,17.746,5.111,22.1
S6642,User_32,V23,S1091,2024-05-25,4,3.05,45.061,14.727,17.27
S6882,User_153,V147,S674,2024-05-25,4,0.533,69.22,129.488,18.43
S8359,User_890,V23,S315,2024-05-25,4,2.95,54.21,18.282,15.81
S8110,User_774,V126,S1105,2024-05-25,4,3.75,6.327,1.687,23.52
S9084,User_1251,V9,S403,2024-05-25,4,1.6,10.311,6.397,3.14
S8218,User_821,V140,S769,2024-05-25,4,2.9,63.248,21.808,9.63
S7643,User_537,V58,S1088,2024-05-25,4,3.033,38.931,12.806,36.1
S8952,User_1188,V51,S1137,2024-05-25,4,3.45,23.315,6.737,30.13
S8776,User_1098,V154,S329,2024-05-25,4,2.45,55.142,22.472,23.16
S8296,User_859,V142,S407,2024-05-25,2,2.767,46.192,16.679,13.71
S8229,User_827,V126,S1020,2024-05-25,2,2.567,60.1,23.369,20.36
S9060,User_1239,V154,S208,2024-05-25,2,2.1,81.382,38.58,35.57
S6681,User_53,V7,S269,2024-05-25,2,2.267,54.351,23.864,19.24
S6758,User_92,V147,S238,2024-05-25,2,2.85,73.623,25.699,17.43
S6993,User_213,V56,S1009,2024-05-25,2,1.167,62.683,53.241,13.32
S7797,User_613,V78,S20,2024-05-25,2,2.017,48.954,24.213,23.25
S6876,User_150,V23,S192,2024-05-25,2,3.35,46.343,13.779,7.88
S7720,User_576,V86,S350,2024-05-25,2,2.55,5.0,1.959,13.82
S8689,User_1051,V12,S429,2024-05-25,2,1.933,30.586,15.712,21.95
S7239,User_331,V58,S492,2024-05-25,2,1.483,14.517,9.737,13.03
S6900,User_162,V154,S95,2024-05-25,2,1.717,10.669,6.197,7.48
S9112,User_1265,V142,S1082,2024-05-25,2,3.983,36.991,9.254,39.1
S7285,User_351,V113,S231,2024-05-25,2,3.783,59.07,15.582,35.76
S9165,User_1291,V126,S1004,2024-05-25,2,3.8,58.531,15.385,33.39
S8566,User_993,V12,S272,2024-05-25,2,0.783,58.837,74.623,15.13
S7698,User_564,V12,S1130,2024-05-25,2,2.783,42.322,15.179,5.09
S7710,User_570,V51,S669,2024-05-25,2,0.967,59.316,60.916,35.56
S7379,User_400,V119,S682,2024-05-25,2,2.867,64.074,22.313,14.81
S7332,User_376,V62,S270,2024-05-25,2,3.617,5.0,1.382,25.83
S8956,User_1189,V122,S983,2024-05-25,2,3.333,6.019,1.805,14.43
S9126,User_1271,V150,S555,2024-05-25,2,1.267,5.0,3.941,15.7
S7654,User_542,V119,S1010,2024-05-25,2,2.867,63.738,22.171,16.5
S7483,User_453,V82,S111,2024-05-25,2,1.333,73.255,54.622,10.04
S9208,User_1313,V119,S65,2024-05-25,2,2.0,36.821,18.292,20.74
S6937,User_184,V113,S1136,2024-05-25,2,3.95,34.677,8.76,21.44
S8775,User_1097,V16,S510,2024-05-25,2,3.783,20.358,5.36,8.8
S8138,User_787,V107,S211,2024-05-25,2,2.467,43.087,17.419,28.71
S8916,User_1170,V86,S1178,2024-05-25,2,2.167,24.553,11.321,35.3
S8910,User_1168,V86,S1114,2024-05-25,2,2.2,22.221,10.045,14.78
S7386,User_404,V74,S465,2024-05-25,3,1.483,84.249,56.683,18.45
S9046,User_1233,V142,S742,2024-05-25,3,2.367,14.982,6.32,19.25
S7216,User_321,V122,S1176,2024-05-25,3,2.05,24.669,11.964,19.24
S7389,User_406,V74,S533,2024-05-25,3,1.967,5.0,2.526,24.16
S9152,User_1283,V74,S447,2024-05-25,3,2.3,36.511,15.769,11.86
S6901,User_163,V82,S688,2024-05-25,3,2.3,42.962,18.647,33.67
S9121,User_1269,V154,S979,2024-05-25,3,0.967,24.744,25.222,10.09
S7104,User_266,V160,S987,2024-05-25,3,1.033,5.0,4.814,23.81
S6635,User_29,V12,S86,2024-05-25,3,1.833,28.085,15.259,26.38
S8955,User_1189,V122,S983,2024-05-25,3,2.267,7.898,3.478,15.37
S7804,User_616,V50,S426,2024-05-25,3,0.983,61.439,61.742,30.81
S7729,User_580,V23,S92,2024-05-25,3,1.983,63.581,32.021,17.96
S7812,User_621,V91,S38,2024-05-25,3,3.433,63.025,18.309,29.17
S7220,User_323,V113,S311,2024-05-25,3,1.55,54.621,34.886,36.56
S6623,User_22,V74,S1036,2024-05-25,3,1.617,70.745,43.316,32.71
S7126,User_279,V50,S640,2024-05-25,3,1.583,66.301,41.847,15.28
S8898,User_1162,V147,S499,2024-05-25,3,1.633,95.905,58.194,18.24
S7834,User_629,V9,S81,2024-05-25,3,1.833,47.644,25.791,6.9
S7773,User_601,V58,S232,2024-05-25,3,3.667,14.459,3.94,24.19
S7994,User_707,V82,S691,2024-05-25,3,1.633,8.498,5.2,15.24
S7686,User_558,V70,S733,2024-05-25,3,1.167,8.626,7.297,33.78
S7792,User_611,V150,S449,2024-05-25,3,1.133,72.334,63.319,36.31
S6964,User_199,V78,S363,2024-05-25,3,0.7,30.614,42.809,8.53
S8802,User_1111,V154,S1197,2024-05-25,3,3.567,40.622,11.379,16.14
S7822,User_624,V16,S1144,2024-05-25,3,1.533,23.864,15.503,21.54
S7752,User_592,V154,S430,2024-05-25,1,3.817,23.185,6.049,6.67
S7154,User_292,V150,S905,2024-05-25,1,3.65,37.206,10.192,10.04
S8046,User_735,V147,S1127,2024-05-25,1,2.483,73.755,29.611,24.87
S9025,User_1222,V7,S339,2024-05-25,1,1.017,42.964,41.604,12.76
S7293,User_357,V23,S738,2024-05-25,1,3.983,28.939,7.248,20.01
S7193,User_310,V86,S1204,2024-05-25,1,0.733,62.168,83.398,38.3
S6921,User_175,V7,S197,2024-05-25,1,3.717,84.233,22.662,38.68
S6870,User_148,V58,S885,2024-05-25,1,1.9,5.0,2.611,20.54
S7992,User_706,V7,S1061,2024-05-25,1,1.1,6.174,5.595,35.8
S6776,User_101,V13,S373,2024-05-25,1,1.833,83.804,45.319,11.45
S7093,User_262,V62,S1052,2024-05-25,1,3.75,46.445,12.362,30.26
S8212,User_818,V154,S611,2024-05-25,1,0.9,38.192,41.905,36.44
S8393,User_908,V51,S467,2024-05-25,1,1.85,26.848,14.401,7.4
S7767,User_598,V78,S660,2024-05-25,1,2.767,43.908,15.812,11.78
S6858,User_143,V12,S303,2024-05-25,1,2.367,47.758,20.054,28.42
S8340,User_881,V9,S982,2024-05-25,4,2.917,39.541,13.552,37.13
S8833,User_1127,V7,S887,2024-05-25,4,2.133,12.614,5.877,22.64
S7780,User_605,V51,S840,2024-05-25,4,1.383,55.911,40.254,13.75
S8508,User_967,V147,S927,2024-05-25,4,2.883,67.921,23.433,24.01
S9198,User_1308,V154,S585,2024-05-25,4,3.867,77.83,20.079,5.65
S7412,User_417,V126,S937,2024-05-25,4,3.867,5.065,1.305,25.83
S8030,User_725,V160,S717,2024-05-25,4,1.733,9.516,5.451,26.98
S8066,User_748,V50,S454,2024-05-25,4,2.817,78.358,27.803,11.44
S8513,User_969,V23,S323,2024-05-25,4,3.75,78.952,20.977,18.53
S7372,User_396,V73,S627,2024-05-26,4,1.45,9.776,6.733,40.08
S8339,User_881,V9,S982,2024-05-26,4,1.867,37.832,20.162,35.46
S7161,User_296,V82,S968,2024-05-26,4,1.317,79.302,60.055,14.13
S7717,User_574,V60,S276,2024-05-26,4,1.067,7.264,6.725,10.83
S8635,User_1026,V70,S606,2024-05-26,4,0.683,44.323,64.456,33.23
S8844,User_1132,V144,S183,2024-05-26,4,0.65,35.139,52.916,10.34
S8915,User_1170,V86,S1178,2024-05-26,4,3.183,26.623,8.343,34.44
S8547,User_984,V119,S494,2024-05-26,4,1.65,24.431,14.795,9.05
S8496,User_959,V62,S752,2024-05-26,4,1.3,80.704,61.94,21.98
S7703,User_567,V58,S215,2024-05-26,4,2.267,89.659,39.337,27.16
S8540,User_981,V42,S170,2024-05-26,4,3.5,74.775,21.308,6.87
S7917,User_668,V147,S664,2024-05-26,4,1.25,61.53,49.097,8.99
S7518,User_471,V130,S994,2024-05-26,4,0.617,63.133,101.499,10.08
S9076,User_1245,V154,S965,2024-05-26,2,2.733,49.07,17.868,33.74
S7956,User_690,V42,S128,2024-05-26,2,1.5,93.771,62.287,11.84
S8433,User_928,V12,S380,2024-05-26,2,2.033,32.448,15.893,28.02
S7578,User_502,V142,S1074,2024-05-26,2,1.65,45.767,27.595,20.22
S9068,User_1242,V79,S330,2024-05-26,2,1.2,58.945,48.648,39.08
S8977,User_1199,V23,S1070,2024-05-26,2,2.55,38.668,15.135,24.65
S7213,User_320,V51,S964,2024-05-26,2,0.883,5.707,6.368,9.36
S8073,User_752,V23,S568,2024-05-26,2,3.15,37.707,11.951,16.08
S7229,User_326,V147,S436,2024-05-26,2,3.533,19.435,5.485,27.25
S8507,User_966,V120,S1128,2024-05-26,2,2.083,7.616,3.64,13.8
S8921,User_1173,V70,S106,2024-05-26,2,1.033,30.959,29.545,8.94
S8602,User_1010,V107,S216,2024-05-26,2,1.333,76.749,57.394,6.67
S8263,User_843,V160,S723,2024-05-26,2,1.75,66.949,38.251,39.79
S6756,User_91,V42,S478,2024-05-26,2,1.367,27.302,19.754,13.6
S8225,User_825,V160,S416,2024-05-26,2,0.533,59.869,112.108,13.04
S7481,User_452,V16,S427,2024-05-26,2,2.417,53.794,22.231,6.98
S7505,User_464,V122,S713,2024-05-26,2,1.1,24.374,21.952,35.58
S8318,User_871,V58,S670,2024-05-26,2,0.8,44.252,55.032,29.54
S8520,User_972,V70,S1156,2024-05-26,2,0.617,33.773,54.379,34.73
S8125,User_780,V150,S680,2024-05-26,2,2.417,64.088,26.482,18.54
S8176,User_804,V74,S218,2024-05-26,2,3.417,15.164,4.43,28.12
S7452,User_439,V9,S696,2024-05-26,2,2.5,6.084,2.423,59.34
S8146,User_790,V154,S51,2024-05-26,2,0.983,48.134,48.308,12.14
S7815,User_622,V113,S168,2024-05-26,2,2.35,42.767,18.166,5.43
S7054,User_243,V147,S1051,2024-05-26,2,1.2,8.423,6.952,26.51
S6716,User_71,V150,S1153,2024-05-26,2,2.583,67.189,25.961,15.71
S8290,User_855,V9,S337,2024-05-26,2,3.7,42.19,11.394,20.51
S7351,User_385,V82,S772,2024-05-26,2,1.817,5.0,2.745,26.72
S7136,User_284,V7,S290,2024-05-26,2,2.483,5.769,2.319,38.8
S7042,User_237,V142,S1142,2024-05-26,2,3.55,20.841,5.866,20.57
S9052,User_1236,V78,S110,2024-05-26,2,1.017,6.898,6.775,22.38
S7862,User_643,V82,S479,2024-05-26,2,3.783,73.893,19.505,32.98
S8785,User_1103,V154,S335,2024-05-26,2,0.55,25.35,44.828,11.41
S8454,User_938,V142,S251,2024-05-26,2,2.617,6.133,2.334,27.21
S7981,User_701,V51,S553,2024-05-26,2,0.5,26.017,51.62,29.14
S6926,User_177,V42,S305,2024-05-26,2,2.7,33.346,12.325,37.78
S7761,User_595,V9,S604,2024-05-26,2,3.7,5.0,1.351,33.66
S9057,User_1238,V160,S1180,2024-05-26,2,3.467,92.33,26.519,17.36
S8690,User_1052,V74,S960,2024-05-26,2,2.033,53.75,26.283,34.2
S6918,User_173,V119,S725,2024-05-26,3,3.783,5.0,1.316,39.83
S8044,User_733,V12,S242,2024-05-26,3,3.35,56.636,16.876,34.87
S9029,User_1224,V58,S1134,2024-05-26,3,3.5,26.819,7.659,10.27
S7238,User_331,V58,S492,2024-05-26,3,3.6,15.686,4.34,12.58
S8641,User_1028,V122,S327,2024-05-26,3,1.95,46.29,23.714,32.82
S6847,User_137,V12,S341,2024-05-26,3,1.017,14.947,14.586,13.24
S8238,User_831,V23,S196,2024-05-26,3,1.783,54.277,30.377,30.37
S8568,User_995,V78,S773,2024-05-26,3,3.75,71.411,18.993,25.83
S8329,User_876,V9,S154,2024-05-26,3,0.7,53.388,74.825,8.91
S8524,User_975,V23,S999,2024-05-26,3,2.35,27.252,11.575,37.76
S8711,User_1063,V9,S309,2024-05-26,3,3.65,23.595,6.447,12.46
S9047,User_1233,V142,S742,2024-05-26,3,3.983,15.072,3.779,19.02
S7227,User_326,V147,S436,2024-05-26,3,0.933,18.914,19.96,27.07
S6807,User_117,V122,S836,2024-05-26,3,2.483,18.197,7.281,23.92
S8252,User_838,V107,S223,2024-05-26,3,1.3,60.789,46.355,9.27
S8723,User_1069,V147,S566,2024-05-26,3,0.783,21.091,26.695,28.16
S8352,User_886,V126,S821,2024-05-26,3,1.833,74.471,40.513,35.73
S7785,User_608,V150,S88,2024-05-26,3,2.9,64.859,22.36,12.61
S7824,User_625,V107,S1036,2024-05-26,3,0.883,16.302,18.419,32.85
S7695,User_563,V74,S1177,2024-05-26,3,1.9,65.637,34.334,33.19
S8395,User_909,V160,S1023,2024-05-26,3,1.8,48.405,26.882,11.84
S8145,User_790,V154,S51,2024-05-26,1,2.7,46.88,17.361,12.57
S8151,User_792,V82,S695,2024-05-26,1,3.3,35.216,10.666,62.03
S7667,User_549,V154,S447,2024-05-26,1,0.617,67.386,108.994,18.5
S7931,User_678,V51,S360,2024-05-26,1,2.2,46.095,20.811,7.92
S7826,User_626,V116,S997,2024-05-26,1,3.4,16.911,4.952,14.88
S6971,User_202,V58,S823,2024-05-26,1,2.567,50.648,19.676,7.94
S8967,User_1194,V119,S280,2024-05-26,1,2.233,67.885,30.375,40.27
S7500,User_462,V107,S528,2024-05-26,1,3.183,65.895,20.648,31.33
S7286,User_352,V113,S61,2024-05-26,1,2.5,53.296,21.266,49.06
S8087,User_761,V62,S505,2024-05-26,1,3.433,24.208,7.019,11.02
S6649,User_37,V51,S946,2024-05-26,1,2.117,45.641,21.487,14.64
S7399,User_411,V103,S202,2024-05-26,1,3.483,23.401,6.696,30.92
S7302,User_360,V78,S1126,2024-05-26,1,1.667,37.354,22.363,7.87
S6633,User_28,V107,S661,2024-05-26,1,3.217,10.311,3.193,9.59
S7165,User_297,V78,S292,2024-05-26,1,3.3,5.814,1.761,42.93
S8034,User_728,V113,S1146,2024-05-26,1,0.967,11.114,11.395,23.26
S8543,User_982,V16,S1073,2024-05-26,1,0.517,72.498,137.547,35.28
S7001,User_217,V9,S676,2024-05-26,1,3.1,70.154,22.538,29.76
S8739,User_1079,V51,S204,2024-05-26,1,2.333,59.641,25.518,16.75
S8618,User_1018,V70,S285,2024-05-26,4,3.683,85.77,23.235,12.8
S8186,User_808,V51,S1188,2024-05-26,4,1.533,6.654,4.295,40.12
S8862,User_1143,V147,S230,2024-05-26,4,2.333,69.031,29.495,25.93
S8471,User_946,V50,S1102,2024-05-26,4,2.283,71.444,31.161,16.29
S8105,User_771,V70,S136,2024-05-26,4,0.933,48.541,51.478,35.85
S7046,User_239,V78,S249,2024-05-26,4,0.767,5.0,6.435,25.78
S8311,User_868,V78,S914,2024-05-26,4,2.917,37.335,12.768,19.36
S9093,User_1255,V62,S929,2024-05-26,4,3.217,18.987,5.886,14.09
S6651,User_39,V154,S500,2024-05-26,4,1.933,71.389,36.752,27.39
S8396,User_909,V160,S1023,2024-05-26,4,0.517,51.462,98.78,12.07
S8012,User_716,V23,S584,2024-05-26,4,0.967,32.498,33.226,35.15
S9011,User_1215,V150,S620,2024-05-26,4,0.917,9.441,10.201,12.74
S8518,User_972,V70,S1156,2024-05-26,4,0.683,25.26,36.903,36.35
S6607,User_15,V16,S1196,2024-05-26,4,0.583,13.224,22.062,18.63
S6969,User_202,V58,S823,2024-05-27,4,1.567,48.604,30.728,6.84
S8991,User_1205,V62,S1069,2024-05-27,4,1.1,38.801,34.863,17.98
S6938,User_185,V113,S720,2024-05-27,4,0.583,41.462,70.179,12.34
S7401,User_413,V70,S69,2024-05-27,4,0.95,34.862,36.608,6.8
S7522,User_474,V78,S393,2024-05-27,4,2.15,52.449,24.33,22.83
S8108,User_772,V147,S886,2024-05-27,4,1.233,11.066,8.879,5.63
S7516,User_470,V9,S409,2024-05-27,4,1.717,33.224,19.18,33.76
S6906,User_165,V63,S595,2024-05-27,4,3.85,31.211,8.078,27.38
S6790,User_108,V31,S50,2024-05-27,4,1.633,55.464,33.853,10.4
S7403,User_414,V16,S813,2024-05-27,4,2.75,15.183,5.489,29.08
S9094,User_1255,V62,S929,2024-05-27,4,1.333,21.314,15.95,14.25
S7823,User_625,V107,S1036,2024-05-27,4,2.75,14.822,5.38,29.48
S8819,User_1119,V82,S854,2024-05-27,4,1.033,8.678,8.331,8.62
S7529,User_478,V150,S295,2024-05-27,4,2.033,30.596,14.997,28.2
S7323,User_371,V126,S108,2024-05-27,4,2.05,5.0,2.435,36.62
S7932,User_678,V51,S360,2024-05-27,2,3.183,40.356,12.646,7.05
S8117,User_777,V113,S22,2024-05-27,2,0.983,12.301,12.493,34.14
S7203,User_316,V107,S1032,2024-05-27,2,0.967,55.083,56.423,12.19
S7050,User_240,V70,S597,2024-05-27,2,2.05,28.889,13.999,34.96
S6785,User_106,V74,S1202,2024-05-27,2,2.433,46.795,19.161,28.46
S8585,User_1003,V12,S81,2024-05-27,2,0.867,23.799,27.147,23.99
S8406,User_915,V24,S751,2024-05-27,2,2.367,161.912,68.199,32.16
S7329,User_374,V51,S43,2024-05-27,2,1.133,51.406,45.125,16.75
S9035,User_1227,V62,S636,2024-05-27,2,1.05,50.841,47.836,6.77
S7558,User_492,V82,S633,2024-05-27,2,1.15,49.829,43.265,7.68
S7065,User_248,V156,S572,2024-05-27,2,3.733,75.972,20.349,62.32
S8894,User_1161,V135,S177,2024-05-27,2,2.617,72.596,27.739,15.62
S6865,User_146,V16,S13,2024-05-27,2,1.583,40.4,25.404,17.37
S6884,User_154,V160,S880,2024-05-27,2,0.8,19.937,24.634,32.38
S8413,User_918,V142,S708,2024-05-27,2,1.567,43.221,27.447,34.79
S6735,User_81,V69,S548,2024-05-27,2,3.367,42.781,12.663,18.71
S6605,User_14,V119,S623,2024-05-27,2,3.233,17.528,5.406,39.41
S8374,User_899,V142,S1121,2024-05-27,2,2.3,93.489,40.402,41.85
S9157,User_1286,V160,S236,2024-05-27,2,3.55,93.896,26.354,20.72
S9170,User_1293,V58,S724,2024-05-27,2,1.967,19.855,10.06,8.15
S9123,User_1270,V74,S612,2024-05-27,2,3.45,73.055,21.162,19.62
S7274,User_346,V113,S104,2024-05-27,2,0.583,50.791,85.879,6.98
S7616,User_523,V7,S557,2024-05-27,2,2.25,75.239,33.421,16.92
S7659,User_545,V142,S961,2024-05-27,2,3.167,58.305,18.395,25.87
S8767,User_1092,V51,S843,2024-05-27,2,1.683,65.25,38.486,23.86
S7441,User_433,V9,S283,2024-05-27,2,3.117,50.115,16.015,16.54
S8233,User_828,V16,S401,2024-05-27,3,0.667,80.599,120.575,8.9
S8567,User_994,V113,S396,2024-05-27,3,2.017,66.576,32.924,13.33
S8049,User_737,V154,S24,2024-05-27,3,3.033,18.602,6.11,10.46
S8347,User_885,V155,S637,2024-05-27,3,2.1,16.629,7.895,38.05
S7788,User_609,V107,S656,2024-05-27,3,2.383,17.617,7.372,36.27
S6983,User_208,V58,S463,2024-05-27,3,3.017,62.403,20.589,16.91
S8741,User_1080,V121,S517,2024-05-27,3,1.367,38.714,28.056,15.5
S7676,User_554,V86,S366,2024-05-27,3,2.067,48.355,23.349,41.47
S6637,User_30,V12,S907,2024-05-27,3,0.567,47.167,80.897,32.39
S8194,User_811,V16,S531,2024-05-27,3,0.75,77.061,101.025,37.95
S8079,User_754,V62,S794,2024-05-27,3,0.55,23.04,40.922,10.95
S6581,User_2,V86,S887,2024-05-27,3,2.5,12.894,5.152,21.06
S7116,User_273,V150,S105,2024-05-27,3,3.967,68.582,17.229,17.8
S7141,User_287,V12,S67,2024-05-27,3,0.733,45.631,61.204,26.0
S7860,User_641,V9,S629,2024-05-27,3,3.917,68.473,17.433,29.19
S8172,User_802,V58,S673,2024-05-27,3,3.05,21.381,7.004,30.44
S7631,User_531,V122,S388,2024-05-27,3,1.15,53.011,45.644,35.19
S8558,User_990,V124,S265,2024-05-27,3,2.25,5.0,2.213,28.29
S7057,User_244,V62,S1081,2024-05-27,3,1.25,75.969,60.187,34.88
S8924,User_1175,V23,S684,2024-05-27,3,1.183,38.13,31.906,14.09
S7390,User_407,V160,S716,2024-05-27,3,1.55,57.381,36.744,13.77
S6972,User_203,V147,S744,2024-05-27,3,1.267,71.43,56.329,39.11
S7263,User_342,V7,S657,2024-05-27,1,3.2,59.792,18.595,15.8
S7938,User_681,V86,S394,2024-05-27,1,3.183,30.135,9.466,11.39
S8982,User_1201,V119,S1044,2024-05-27,1,0.717,63.145,87.099,29.44
S8141,User_788,V9,S646,2024-05-27,1,0.633,21.979,34.585,14.35
S7381,User_402,V78,S114,2024-05-27,1,1.383,11.687,8.415,8.66
S8303,User_864,V122,S993,2024-05-27,1,0.783,5.469,6.883,22.4
S7230,User_327,V62,S560,2024-05-27,1,0.9,19.427,21.195,7.81
S7045,User_238,V23,S224,2024-05-27,1,0.767,34.827,44.934,37.23
S8302,User_863,V42,S581,2024-05-27,1,3.883,75.184,19.292,31.27
S7724,User_577,V122,S187,2024-05-27,1,1.9,5.0,2.614,20.02
S9063,User_1240,V147,S1077,2024-05-27,1,2.333,37.451,16.004,10.36
S8803,User_1111,V154,S1197,2024-05-27,1,0.6,57.112,93.727,14.8
S8188,User_809,V150,S1052,2024-05-27,1,0.683,62.99,92.007,12.79
S6582,User_2,V86,S887,2024-05-27,1,3.783,10.56,2.781,19.86
S6995,User_214,V113,S1035,2024-05-27,1,2.683,6.262,2.333,27.43
S7789,User_610,V150,S515,2024-05-27,1,0.967,70.429,71.968,24.94
S8502,User_963,V122,S456,2024-05-27,4,2.35,87.927,37.307,9.06
S8695,User_1054,V142,S778,2024-05-27,4,3.483,8.212,2.352,22.38
S7566,User_496,V142,S781,2024-05-27,4,1.667,26.059,15.593,31.54
S8160,User_796,V119,S689,2024-05-27,4,3.433,70.53,20.5,6.8
S6904,User_164,V147,S747,2024-05-27,4,0.733,58.354,78.389,8.63
S8595,User_1008,V142,S991,2024-05-27,4,2.817,30.771,10.896,10.69
S9182,User_1300,V9,S795,2024-05-27,4,1.2,31.624,26.188,7.75
S8714,User_1064,V160,S279,2024-05-27,4,1.733,35.312,20.326,29.39
S8900,User_1163,V58,S557,2024-05-27,4,3.433,54.683,15.926,19.38
S6930,User_179,V86,S145,2024-05-27,4,2.917,60.149,20.582,37.0
S8333,User_878,V98,S178,2024-05-27,4,3.083,24.175,7.812,29.36
S6657,User_42,V160,S977,2024-05-27,4,3.7,41.462,11.177,25.2
S8235,User_829,V119,S851,2024-05-27,4,1.733,43.613,24.971,34.66
S7495,User_460,V51,S46,2024-05-27,4,2.5,18.217,7.247,8.25
S7584,User_505,V50,S298,2024-05-27,4,3.667,56.075,15.288,27.4
S8931,User_1179,V70,S33,2024-05-27,4,1.033,5.0,4.762,32.44
S6859,User_144,V7,S1133,2024-05-27,4,3.483,74.74,21.425,7.21
S8624,User_1020,V17,S739,2024-05-27,4,2.967,70.778,23.844,10.05
S7247,User_335,V9,S248,2024-05-27,4,1.633,86.563,52.625,17.09
S7909,User_665,V42,S126,2024-05-28,4,1.483,39.559,26.375,10.91
S6701,User_62,V12,S646,2024-05-28,4,0.833,66.384,78.634,28.29
S7471,User_449,V164,S630,2024-05-28,4,3.533,5.87,1.659,19.58
S8574,User_997,V147,S493,2024-05-28,4,0.917,69.576,75.76,22.44
S6686,User_57,V10,S593,2024-05-28,4,2.2,85.377,38.535,31.12
S6913,User_169,V160,S649,2024-05-28,4,1.25,22.79,18.014,7.97
S6809,User_118,V42,S601,2024-05-28,4,3.767,57.986,15.378,17.42
S9195,User_1306,V107,S91,2024-05-28,4,3.1,14.562,4.678,9.37
S8696,User_1055,V74,S711,2024-05-28,4,2.75,32.281,11.724,7.53
S7035,User_234,V12,S486,2024-05-28,4,1.667,68.22,40.725,8.41
S8403,User_913,V42,S381,2024-05-28,4,2.783,5.825,2.085,20.17
S7277,User_347,V42,S978,2024-05-28,4,2.217,30.526,13.681,37.43
S9153,User_1284,V107,S420,2024-05-28,4,2.25,24.708,10.904,21.52
S9167,User_1292,V7,S355,2024-05-28,4,3.167,60.299,19.031,23.61
S7370,User_395,V78,S872,2024-05-28,4,0.7,34.395,48.708,37.12
S7766,User_598,V78,S660,2024-05-28,4,3.85,61.953,16.034,12.35
S7148,User_290,V12,S1104,2024-05-28,4,1.5,67.521,44.532,13.52
S7793,User_611,V150,S449,2024-05-28,4,2.183,79.272,36.097,36.08
S7149,User_290,V12,S1104,2024-05-28,4,1.0,60.089,60.04,14.65
S6866,User_146,V16,S13,2024-05-28,4,2.367,43.632,18.385,18.56
S9045,User_1232,V122,S474,2024-05-28,4,1.35,45.183,33.219,15.82
S6774,User_100,V160,S174,2024-05-28,2,1.667,59.48,35.514,30.01
S8590,User_1005,V82,S1039,2024-05-28,2,2.733,61.015,22.231,16.94
S8280,User_850,V58,S1014,2024-05-28,2,3.217,5.761,1.786,13.0
S7301,User_360,V78,S1126,2024-05-28,2,0.533,32.701,61.103,7.8
S6583,User_2,V86,S887,2024-05-28,2,1.1,13.271,11.927,22.76
S7778,User_605,V51,S840,2024-05-28,2,2.833,46.033,16.222,14.13
S7817,User_623,V23,S1164,2024-05-28,2,0.717,14.051,19.237,10.28
S9197,User_1307,V12,S542,2024-05-28,2,3.933,45.66,11.575,22.0
S8245,User_835,V74,S1205,2024-05-28,2,3.417,35.448,10.353,23.48
S7443,User_434,V42,S264,2024-05-28,2,3.4,76.614,22.428,25.87
S7270,User_344,V7,S918,2024-05-28,2,1.3,63.792,48.792,30.27
S8370,User_896,V86,S266,2024-05-28,2,1.633,14.305,8.729,13.71
S7320,User_369,V9,S706,2024-05-28,2,2.117,23.442,11.001,11.83
S9127,User_1272,V119,S642,2024-05-28,2,1.383,5.0,3.588,26.65
S7436,User_430,V9,S68,2024-05-28,2,2.25,69.332,30.702,19.89
S7071,User_251,V150,S57,2024-05-28,2,2.35,22.893,9.73,26.14
S7312,User_365,V23,S1167,2024-05-28,2,2.45,35.282,14.374,34.8
S9113,User_1265,V142,S1082,2024-05-28,2,1.817,36.679,20.143,38.18
S7253,User_337,V139,S539,2024-05-28,2,2.6,84.336,32.365,11.89
S8562,User_992,V62,S690,2024-05-28,2,3.867,42.339,10.913,18.93
S7308,User_363,V16,S263,2024-05-28,2,0.55,8.237,14.563,18.35
S8441,User_931,V113,S550,2024-05-28,2,2.4,16.467,6.86,21.22
S7468,User_447,V62,S766,2024-05-28,2,1.167,38.742,33.08,9.99
S9131,User_1273,V147,S123,2024-05-28,2,2.1,11.862,5.608,34.29
S8572,User_996,V119,S883,2024-05-28,2,3.783,46.075,12.175,34.57
S8429,User_927,V126,S731,2024-05-28,2,3.483,5.0,1.431,36.22
S7486,User_455,V9,S574,2024-05-28,2,2.633,52.156,19.764,18.53
S8847,User_1134,V12,S869,2024-05-28,2,2.867,59.245,20.629,22.66
S8128,User_782,V142,S440,2024-05-28,2,2.75,42.642,15.48,33.71
S7537,User_483,V119,S85,2024-05-28,2,2.517,39.635,15.657,20.98
S6957,User_194,V113,S207,2024-05-28,2,1.867,39.596,21.141,40.67
